wave,flux,error
5323.991,1.727e-13,2.519e-15
5328.416,1.690e-13,2.524e-15
5332.842,1.678e-13,2.519e-15
5337.266,1.707e-13,2.529e-15
5341.690,1.692e-13,2.566e-15
5346.114,1.623e-13,2.584e-15
5350.537,1.661e-13,2.641e-15
5354.960,1.666e-13,2.671e-15
5359.383,1.842e-13,2.688e-15
5363.804,1.652e-13,2.626e-15
5368.226,1.578e-13,2.553e-15
5372.647,1.595e-13,2.569e-15
5377.067,1.688e-13,2.602e-15
5381.487,1.850e-13,2.627e-15
5385.907,1.625e-13,2.595e-15
5390.326,1.637e-13,2.580e-15
5394.744,1.581e-13,2.575e-15
5399.162,1.669e-13,2.618e-15
5403.580,1.623e-13,2.648e-15
5407.997,1.666e-13,2.672e-15
5412.414,1.815e-13,2.717e-15
5416.830,1.864e-13,2.801e-15
5421.246,1.655e-13,2.741e-15
5425.662,1.561e-13,2.714e-15
5430.077,1.577e-13,2.660e-15
5434.491,1.578e-13,2.655e-15
5438.905,1.614e-13,2.666e-15
5443.319,1.586e-13,2.685e-15
5447.732,1.571e-13,2.694e-15
5452.145,1.612e-13,2.781e-15
5456.557,1.757e-13,2.939e-15
5460.969,1.606e-13,3.118e-15
5465.380,1.686e-13,3.126e-15
5469.792,1.646e-13,2.855e-15
5474.202,1.669e-13,2.652e-15
5478.612,1.586e-13,2.604e-15
5483.022,1.599e-13,2.604e-15
5487.431,1.570e-13,2.565e-15
5491.840,1.592e-13,2.544e-15
5496.249,1.534e-13,2.477e-15
5500.657,1.576e-13,2.477e-15
5505.065,1.720e-13,2.477e-15
5509.472,1.658e-13,2.489e-15
5513.879,1.680e-13,2.496e-15
5518.285,1.729e-13,2.534e-15
5522.691,1.708e-13,2.511e-15
5527.097,1.476e-13,2.420e-15
5531.502,1.609e-13,2.443e-15
5535.907,1.611e-13,2.431e-15
5540.311,1.810e-13,2.505e-15
5544.715,1.591e-13,2.388e-15
5549.119,1.513e-13,2.366e-15
5553.522,1.510e-13,2.321e-15
5557.925,1.427e-13,2.354e-15
5562.327,1.393e-13,2.338e-15
5566.729,1.596e-13,2.354e-15
5571.131,1.603e-13,2.374e-15
5575.532,1.495e-13,2.407e-15
5579.933,1.639e-13,2.423e-15
5584.334,1.530e-13,2.398e-15
5588.734,1.608e-13,2.365e-15
5593.133,1.564e-13,2.354e-15
5597.533,1.581e-13,2.331e-15
5601.932,1.638e-13,2.343e-15
5606.330,1.407e-13,2.276e-15
5610.729,1.537e-13,2.293e-15
5615.126,1.457e-13,2.283e-15
5619.524,1.546e-13,2.291e-15
5623.921,1.482e-13,2.277e-15
5628.318,1.387e-13,2.253e-15
5632.714,1.423e-13,2.264e-15
5637.110,1.479e-13,2.285e-15
5641.506,1.416e-13,2.255e-15
5645.901,1.457e-13,2.254e-15
5650.296,1.476e-13,2.267e-15
5654.691,1.586e-13,2.310e-15
5659.085,1.454e-13,2.247e-15
5663.479,1.428e-13,2.282e-15
5667.873,1.436e-13,2.311e-15
5672.266,1.531e-13,2.396e-15
5676.659,1.620e-13,2.426e-15
5681.051,1.557e-13,2.435e-15
5685.443,1.605e-13,2.479e-15
5689.835,1.431e-13,2.527e-15
5694.227,1.497e-13,2.487e-15
5698.618,1.479e-13,2.391e-15
5703.009,1.439e-13,2.344e-15
5707.399,1.391e-13,2.297e-15
5711.789,1.371e-13,2.295e-15
5716.179,1.436e-13,2.324e-15
5720.569,1.430e-13,2.274e-15
5724.958,1.423e-13,2.270e-15
5729.347,1.436e-13,2.238e-15
5733.735,1.382e-13,2.208e-15
5738.124,1.389e-13,2.200e-15
5742.512,1.333e-13,2.185e-15
5746.899,1.363e-13,2.212e-15
5751.286,1.474e-13,2.240e-15
5755.673,1.537e-13,2.276e-15
5760.060,1.324e-13,2.237e-15
5764.446,1.405e-13,2.296e-15
5768.832,1.320e-13,2.397e-15
5773.218,1.414e-13,2.412e-15
5777.604,1.440e-13,2.353e-15
5781.989,1.619e-13,2.307e-15
5786.374,1.634e-13,2.389e-15
5790.758,1.805e-13,2.563e-15
5795.142,2.123e-13,2.694e-15
5799.526,2.444e-13,2.717e-15
5803.910,2.662e-13,2.788e-15
5808.293,2.395e-13,2.640e-15
5812.676,2.137e-13,2.583e-15
5817.059,1.917e-13,2.456e-15
5821.442,1.716e-13,2.368e-15
5825.824,1.409e-13,2.283e-15
5830.206,1.475e-13,2.312e-15
5834.587,1.423e-13,2.260e-15
5838.969,1.356e-13,2.266e-15
5843.350,1.301e-13,2.251e-15
5847.731,1.293e-13,2.256e-15
5852.111,1.268e-13,2.254e-15
5856.491,1.344e-13,2.294e-15
5860.871,1.609e-13,2.406e-15
5865.251,2.306e-13,2.650e-15
5869.631,3.733e-13,3.167e-15
5874.010,7.003e-13,4.110e-15
5878.389,8.197e-13,4.413e-15
5882.768,3.920e-13,3.309e-15
5887.146,1.729e-13,2.481e-15
5891.524,1.306e-13,2.352e-15
5895.902,1.341e-13,2.367e-15
5900.280,1.229e-13,2.334e-15
5904.657,1.390e-13,2.383e-15
5909.034,1.373e-13,2.387e-15
5913.411,1.355e-13,2.389e-15
5917.788,1.218e-13,2.309e-15
5922.164,1.340e-13,2.334e-15
5926.540,1.285e-13,2.335e-15
5930.916,1.317e-13,2.333e-15
5935.292,1.277e-13,2.331e-15
5939.668,1.320e-13,2.321e-15
5944.043,1.269e-13,2.287e-15
5948.418,1.329e-13,2.281e-15
5952.792,1.294e-13,2.264e-15
5957.167,1.229e-13,2.239e-15
5961.541,1.302e-13,2.242e-15
5965.915,1.328e-13,2.249e-15
5970.289,1.325e-13,2.244e-15
5974.663,1.149e-13,2.197e-15
5979.036,1.168e-13,2.179e-15
5983.409,1.241e-13,2.201e-15
5987.782,1.254e-13,2.205e-15
5992.155,1.338e-13,2.215e-15
5996.528,1.198e-13,2.167e-15
6000.900,1.161e-13,2.157e-15
6005.272,1.325e-13,2.173e-15
6009.644,1.320e-13,2.152e-15
6014.016,1.240e-13,2.160e-15
6018.387,1.223e-13,2.123e-15
6022.759,1.299e-13,2.147e-15
6027.130,1.243e-13,2.126e-15
6031.501,1.201e-13,2.113e-15
6035.871,1.174e-13,2.123e-15
6040.242,1.311e-13,2.109e-15
6044.612,1.253e-13,2.137e-15
6048.982,1.135e-13,2.065e-15
6053.352,1.221e-13,2.103e-15
6057.722,1.218e-13,2.082e-15
6062.091,1.250e-13,2.090e-15
6066.461,1.226e-13,2.071e-15
6070.830,1.251e-13,2.086e-15
6075.199,1.263e-13,2.085e-15
6079.568,1.290e-13,2.117e-15
6083.936,1.169e-13,2.123e-15
6088.305,1.308e-13,2.120e-15
6092.673,1.310e-13,2.120e-15
6097.041,1.298e-13,2.152e-15
6101.409,1.247e-13,2.164e-15
6105.777,1.213e-13,2.235e-15
6110.145,1.291e-13,2.319e-15
6114.512,1.140e-13,2.366e-15
6118.879,1.196e-13,2.355e-15
6123.247,1.227e-13,2.242e-15
6127.613,1.318e-13,2.194e-15
6131.980,1.226e-13,2.154e-15
6136.347,1.200e-13,2.126e-15
6140.713,1.221e-13,2.149e-15
6145.080,1.240e-13,2.177e-15
6149.446,1.203e-13,2.139e-15
6153.812,1.182e-13,2.133e-15
6158.178,1.296e-13,2.141e-15
6162.544,1.159e-13,2.125e-15
6166.909,1.188e-13,2.108e-15
6171.275,1.207e-13,2.088e-15
6175.640,1.174e-13,2.032e-15
6180.005,1.102e-13,2.036e-15
6184.370,1.279e-13,2.043e-15
6188.735,1.127e-13,2.040e-15
6193.100,1.208e-13,2.070e-15
6197.465,1.234e-13,2.050e-15
6201.829,1.128e-13,2.029e-15
6206.194,1.147e-13,2.025e-15
6210.558,1.161e-13,2.059e-15
6214.922,1.156e-13,2.066e-15
6219.286,1.136e-13,2.035e-15
6223.650,1.132e-13,2.011e-15
6228.014,1.184e-13,2.018e-15
6232.377,1.158e-13,2.014e-15
6236.741,1.144e-13,2.026e-15
6241.104,1.055e-13,2.034e-15
6245.468,1.232e-13,2.076e-15
6249.831,1.154e-13,2.007e-15
6254.194,1.080e-13,2.037e-15
6258.557,1.117e-13,2.044e-15
6262.920,1.190e-13,2.066e-15
6267.283,1.175e-13,2.051e-15
6271.646,1.232e-13,2.058e-15
6276.008,1.104e-13,1.998e-15
6280.371,1.094e-13,1.979e-15
6284.733,1.147e-13,1.982e-15
6289.095,1.132e-13,2.002e-15
6293.458,1.144e-13,2.053e-15
6297.820,1.215e-13,2.062e-15
6302.182,1.336e-13,2.109e-15
6306.544,1.330e-13,2.157e-15
6310.906,1.476e-13,2.203e-15
6315.267,1.457e-13,2.173e-15
6319.629,1.286e-13,2.031e-15
6323.991,1.237e-13,1.992e-15
6328.352,1.138e-13,1.979e-15
6332.714,1.062e-13,1.938e-15
6337.075,1.094e-13,1.933e-15
6341.437,1.143e-13,1.947e-15
6345.798,1.123e-13,1.905e-15
6350.159,1.075e-13,1.901e-15
6354.520,1.078e-13,1.890e-15
6358.881,1.127e-13,1.892e-15
6363.242,1.148e-13,1.919e-15
6367.603,1.167e-13,1.916e-15
6371.964,1.137e-13,1.910e-15
6376.325,1.059e-13,1.869e-15
6380.686,1.124e-13,1.894e-15
6385.047,1.188e-13,1.921e-15
6389.407,1.120e-13,1.894e-15
6393.768,1.136e-13,1.870e-15
6398.128,1.136e-13,1.870e-15
6402.489,1.115e-13,1.849e-15
6406.849,1.082e-13,1.861e-15
6411.210,1.060e-13,1.846e-15
6415.570,1.041e-13,1.831e-15
6419.931,1.151e-13,1.878e-15
6424.291,1.078e-13,1.834e-15
6428.651,1.093e-13,1.828e-15
6433.011,1.122e-13,1.841e-15
6437.372,1.120e-13,1.827e-15
6441.732,1.170e-13,1.844e-15
6446.092,1.026e-13,1.816e-15
6450.452,9.902e-14,1.807e-15
6454.812,1.178e-13,1.859e-15
6459.172,1.161e-13,1.857e-15
6463.532,1.125e-13,1.859e-15
6467.893,1.023e-13,1.808e-15
6472.253,1.094e-13,1.813e-15
6476.613,1.102e-13,1.820e-15
6480.973,1.065e-13,1.809e-15
6485.333,1.036e-13,1.806e-15
6489.693,1.101e-13,1.826e-15
6494.053,1.140e-13,1.867e-15
6498.413,1.157e-13,1.837e-15
6502.772,1.086e-13,1.846e-15
6507.132,1.144e-13,1.830e-15
6511.492,1.087e-13,1.823e-15
6515.852,1.171e-13,1.819e-15
6520.212,1.098e-13,1.790e-15
6524.572,1.230e-13,1.890e-15
6528.932,1.371e-13,1.976e-15
6533.292,2.000e-13,2.303e-15
6537.652,3.500e-13,2.916e-15
6542.012,7.259e-13,4.070e-15
6546.372,1.491e-12,5.755e-15
6550.732,2.671e-12,7.651e-15
6555.092,4.248e-12,9.629e-15
6559.452,6.449e-12,1.185e-14
6563.812,9.410e-12,1.430e-14
6568.173,6.181e-12,1.161e-14
6572.533,1.116e-12,5.008e-15
6576.893,4.465e-13,3.246e-15
6581.253,5.038e-13,3.442e-15
6585.613,6.025e-13,3.745e-15
6589.973,3.179e-13,2.810e-15
6594.334,1.269e-13,1.915e-15
6598.694,1.051e-13,1.794e-15
6603.054,1.041e-13,1.786e-15
6607.415,1.090e-13,1.779e-15
6611.775,1.119e-13,1.768e-15
6616.136,1.039e-13,1.747e-15
6620.496,1.092e-13,1.793e-15
6624.857,1.052e-13,1.742e-15
6629.217,1.055e-13,1.752e-15
6633.578,1.095e-13,1.729e-15
6637.939,1.027e-13,1.739e-15
6642.299,1.054e-13,1.749e-15
6646.660,1.050e-13,1.743e-15
6651.021,1.081e-13,1.751e-15
6655.382,1.028e-13,1.752e-15
6659.743,1.196e-13,1.838e-15
6664.104,1.391e-13,1.928e-15
6668.465,1.526e-13,2.053e-15
6672.826,1.921e-13,2.235e-15
6677.187,2.290e-13,2.400e-15
6681.549,2.360e-13,2.431e-15
6685.910,1.393e-13,1.930e-15
6690.272,9.789e-14,1.711e-15
6694.633,1.034e-13,1.718e-15
6698.995,1.058e-13,1.766e-15
6703.356,1.039e-13,1.769e-15
6707.718,1.125e-13,1.835e-15
6712.080,1.264e-13,1.915e-15
6716.442,1.373e-13,1.946e-15
6720.804,1.329e-13,1.918e-15
6725.166,1.270e-13,1.862e-15
6729.528,1.330e-13,1.927e-15
6733.890,1.429e-13,1.954e-15
6738.253,1.151e-13,1.783e-15
6742.615,9.743e-14,1.718e-15
6746.978,1.011e-13,1.720e-15
6751.341,1.049e-13,1.709e-15
6755.703,9.668e-14,1.691e-15
6760.066,9.914e-14,1.686e-15
6764.429,9.543e-14,1.655e-15
6768.792,9.632e-14,1.636e-15
6773.155,9.162e-14,1.647e-15
6777.519,9.790e-14,1.696e-15
6781.882,9.819e-14,1.696e-15
6786.245,9.457e-14,1.685e-15
6790.609,9.269e-14,1.676e-15
6794.973,9.766e-14,1.711e-15
6799.337,1.011e-13,1.716e-15
6803.701,9.696e-14,1.692e-15
6808.065,1.023e-13,1.731e-15
6812.429,1.007e-13,1.711e-15
6816.793,9.719e-14,1.713e-15
6821.158,1.060e-13,1.740e-15
6825.522,9.833e-14,1.731e-15
6829.887,9.527e-14,1.729e-15
6834.252,9.225e-14,1.733e-15
6838.617,9.214e-14,1.699e-15
6842.982,9.232e-14,1.695e-15
6847.347,1.049e-13,1.739e-15
6851.713,9.073e-14,1.710e-15
6856.078,9.332e-14,1.701e-15
6860.444,9.441e-14,1.720e-15
6864.810,8.484e-14,1.660e-15
6869.176,8.076e-14,1.629e-15
6873.542,7.433e-14,1.567e-15
6877.908,8.386e-14,1.626e-15
6882.274,8.733e-14,1.674e-15
6886.641,8.882e-14,1.717e-15
6891.008,9.504e-14,1.704e-15
6895.375,9.166e-14,1.683e-15
6899.742,8.809e-14,1.676e-15
6904.109,9.993e-14,1.704e-15
6908.476,9.040e-14,1.664e-15
6912.844,9.036e-14,1.693e-15
6917.211,9.010e-14,1.677e-15
6921.579,8.797e-14,1.667e-15
6925.947,9.531e-14,1.677e-15
6930.315,8.961e-14,1.690e-15
6934.684,8.318e-14,1.667e-15
6939.052,9.504e-14,1.723e-15
6943.421,9.244e-14,1.692e-15
6947.790,9.019e-14,1.739e-15
6952.159,9.917e-14,1.764e-15
6956.528,9.048e-14,1.744e-15
6960.898,9.012e-14,1.749e-15
6965.267,9.743e-14,1.718e-15
6969.637,9.901e-14,1.717e-15
6974.007,9.952e-14,1.732e-15
6978.378,1.035e-13,1.743e-15
6982.748,8.568e-14,1.716e-15
6987.119,8.710e-14,1.728e-15
6991.489,8.474e-14,1.733e-15
6995.860,9.885e-14,1.757e-15
7000.231,9.277e-14,1.743e-15
7004.603,9.500e-14,1.765e-15
7008.974,9.263e-14,1.765e-15
7013.346,9.345e-14,1.776e-15
7017.718,9.400e-14,1.790e-15
7022.090,9.658e-14,1.782e-15
7026.463,8.833e-14,1.794e-15
7030.836,9.091e-14,1.746e-15
7035.208,9.366e-14,1.783e-15
7039.581,1.007e-13,1.789e-15
7043.955,1.049e-13,1.819e-15
7048.328,1.289e-13,1.966e-15
7052.702,1.489e-13,2.117e-15
7057.076,1.806e-13,2.314e-15
7061.450,2.014e-13,2.460e-15
7065.825,2.512e-13,2.733e-15
7070.199,1.930e-13,2.442e-15
7074.574,1.090e-13,1.870e-15
7078.949,9.469e-14,1.748e-15
7083.324,9.256e-14,1.781e-15
7087.700,8.861e-14,1.773e-15
7092.076,8.979e-14,1.736e-15
7096.452,9.571e-14,1.762e-15
7100.828,1.012e-13,1.794e-15
7105.205,9.420e-14,1.759e-15
7109.582,1.139e-13,1.895e-15
7113.959,1.435e-13,2.127e-15
7118.336,1.903e-13,2.462e-15
7122.713,2.704e-13,2.907e-15
7127.091,3.564e-13,3.286e-15
7131.469,4.161e-13,3.528e-15
7135.847,5.540e-13,4.042e-15
7140.226,4.270e-13,3.538e-15
7144.605,1.527e-13,2.152e-15
7148.984,1.003e-13,1.774e-15
7153.363,8.661e-14,1.723e-15
7157.743,9.105e-14,1.766e-15
7162.123,9.391e-14,1.763e-15
7166.503,8.494e-14,1.825e-15
7170.883,8.927e-14,1.811e-15
7175.264,7.544e-14,1.803e-15
7179.645,8.219e-14,1.839e-15
7184.026,8.623e-14,1.861e-15
7188.407,7.690e-14,1.821e-15
7192.789,8.120e-14,1.859e-15
7197.171,8.821e-14,1.854e-15
7201.554,7.567e-14,1.812e-15
7205.936,8.416e-14,1.779e-15
7210.319,8.235e-14,1.788e-15
7214.702,8.421e-14,1.858e-15
7219.086,8.200e-14,1.817e-15
7223.470,9.275e-14,1.889e-15
7227.854,8.631e-14,1.883e-15
7232.238,8.918e-14,1.846e-15
7236.623,8.300e-14,1.896e-15
7241.008,8.424e-14,1.901e-15
7245.393,8.095e-14,1.880e-15
7249.779,8.862e-14,1.863e-15
7254.165,8.164e-14,1.790e-15
7258.551,8.564e-14,1.879e-15
7262.937,8.677e-14,1.887e-15
7267.324,8.441e-14,1.894e-15
7271.711,9.214e-14,1.939e-15
7276.099,1.010e-13,1.955e-15
7280.486,8.708e-14,1.958e-15
7284.874,9.802e-14,1.915e-15
7289.263,8.115e-14,1.812e-15
7293.651,8.301e-14,1.761e-15
7298.040,7.613e-14,1.829e-15
7302.430,9.495e-14,1.934e-15
7306.819,9.045e-14,1.980e-15
7311.209,1.014e-13,2.019e-15
7315.600,1.044e-13,2.097e-15
7319.990,1.378e-13,2.239e-15
7324.381,1.137e-13,2.165e-15
7328.773,1.028e-13,2.027e-15
7333.164,1.075e-13,2.032e-15
7337.556,8.921e-14,1.875e-15
7341.949,7.811e-14,1.772e-15
7346.341,8.520e-14,1.811e-15
7350.734,8.849e-14,1.827e-15
7355.128,7.999e-14,1.822e-15
7359.522,8.401e-14,1.868e-15
7363.916,8.196e-14,1.855e-15
7368.310,7.823e-14,1.911e-15
7372.705,8.068e-14,1.901e-15
7377.100,8.890e-14,1.895e-15
7381.496,7.726e-14,1.840e-15
7385.891,8.361e-14,1.863e-15
7390.288,9.226e-14,1.916e-15
7394.684,9.219e-14,1.924e-15
7399.081,8.676e-14,1.904e-15
7403.478,8.050e-14,1.866e-15
7407.876,8.795e-14,1.888e-15
7412.274,8.300e-14,1.886e-15
7416.673,9.016e-14,1.964e-15
7421.071,8.201e-14,1.934e-15
7425.470,9.144e-14,1.989e-15
7429.870,7.553e-14,1.934e-15
7434.270,7.715e-14,1.989e-15
7438.670,9.112e-14,2.000e-15
7443.071,9.133e-14,2.013e-15
7447.472,9.458e-14,1.989e-15
7451.873,8.186e-14,1.938e-15
7456.275,8.118e-14,1.925e-15
7460.677,8.033e-14,1.935e-15
7465.080,7.410e-14,1.909e-15
7469.483,8.838e-14,1.958e-15
7473.886,7.910e-14,1.918e-15
7478.290,8.879e-14,2.009e-15
7482.694,7.854e-14,1.919e-15
7487.099,8.234e-14,1.933e-15
7491.504,7.696e-14,1.870e-15
7495.909,8.510e-14,1.913e-15
7500.315,7.871e-14,1.875e-15
7504.721,7.671e-14,1.976e-15
7509.128,8.744e-14,2.020e-15
7513.535,9.935e-14,2.151e-15
7517.943,8.700e-14,2.065e-15
7522.350,8.414e-14,1.988e-15
7526.759,8.467e-14,1.901e-15
7531.167,8.097e-14,1.803e-15
7535.576,8.429e-14,1.815e-15
7539.986,8.528e-14,1.964e-15
7544.396,8.050e-14,1.985e-15
7548.806,8.689e-14,2.041e-15
7553.217,8.302e-14,1.958e-15
7557.628,7.982e-14,1.896e-15
7562.040,6.952e-14,1.846e-15
7566.452,8.116e-14,1.862e-15
7570.865,8.859e-14,2.059e-15
7575.278,7.333e-14,2.086e-15
7579.691,9.667e-14,2.416e-15
7584.105,9.400e-14,2.467e-15
7588.519,8.578e-14,2.557e-15
7592.934,6.139e-14,2.289e-15
7597.349,4.900e-14,2.061e-15
7601.765,3.951e-14,1.740e-15
7606.181,2.970e-14,1.527e-15
7610.597,4.051e-14,1.818e-15
7615.014,4.030e-14,1.841e-15
7619.432,4.558e-14,1.960e-15
7623.850,4.512e-14,1.984e-15
7628.268,4.640e-14,1.818e-15
7632.687,3.274e-14,1.940e-15
7637.106,4.987e-14,1.982e-15
7641.526,4.935e-14,2.018e-15
7645.946,6.490e-14,2.131e-15
7650.367,6.419e-14,2.042e-15
7654.788,7.179e-14,2.034e-15
7659.209,6.795e-14,1.994e-15
7663.631,7.263e-14,1.997e-15
7668.054,7.175e-14,2.028e-15
7672.477,7.949e-14,2.167e-15
7676.900,7.430e-14,2.197e-15
7681.324,8.619e-14,2.219e-15
7685.749,7.176e-14,2.088e-15
7690.174,8.092e-14,2.179e-15
7694.599,8.186e-14,2.179e-15
7699.025,8.640e-14,2.236e-15
7703.451,7.797e-14,2.222e-15
7707.878,9.397e-14,2.217e-15
7712.306,9.476e-14,2.265e-15
7716.734,9.726e-14,2.354e-15
7721.162,9.295e-14,2.305e-15
7725.591,9.280e-14,2.361e-15
7730.020,9.333e-14,2.340e-15
7734.450,9.949e-14,2.434e-15
7738.880,1.321e-13,2.716e-15
7743.311,1.442e-13,2.784e-15
7747.743,1.568e-13,2.879e-15
7752.174,1.891e-13,3.065e-15
7756.607,1.414e-13,2.802e-15
7761.040,9.847e-14,2.319e-15
7765.473,8.656e-14,2.197e-15
7769.907,8.253e-14,2.205e-15
7774.342,7.922e-14,2.190e-15
7778.777,7.650e-14,2.213e-15
7783.212,7.736e-14,2.173e-15
7787.648,8.885e-14,2.186e-15
7792.085,7.408e-14,2.221e-15
7796.522,8.732e-14,2.169e-15
7800.959,6.337e-14,2.083e-15
7805.397,7.821e-14,2.127e-15
7809.836,7.396e-14,2.080e-15
7814.275,7.340e-14,2.051e-15
7818.715,7.069e-14,2.027e-15
7823.155,7.849e-14,2.100e-15
7827.596,6.868e-14,2.027e-15
7832.037,8.318e-14,2.200e-15
7836.479,7.134e-14,2.072e-15
7840.922,8.761e-14,2.155e-15
7845.365,7.466e-14,2.211e-15
7849.808,7.607e-14,2.275e-15
7854.252,5.789e-14,2.141e-15
7858.697,5.939e-14,2.190e-15
7863.142,6.368e-14,2.159e-15
7867.588,7.500e-14,2.260e-15
7872.034,8.444e-14,2.298e-15
7876.481,8.045e-14,2.178e-15
7880.928,7.304e-14,2.142e-15
7885.376,7.644e-14,2.093e-15
7889.825,7.254e-14,2.177e-15
7894.274,6.905e-14,2.213e-15
7898.723,7.854e-14,2.305e-15
7903.173,7.914e-14,2.366e-15
7907.624,6.540e-14,2.368e-15
7912.076,8.610e-14,2.430e-15
7916.528,6.898e-14,2.385e-15
7920.980,8.478e-14,2.580e-15
7925.433,9.168e-14,2.667e-15
7929.887,9.453e-14,2.651e-15
7934.341,7.992e-14,2.681e-15
7938.796,8.649e-14,2.509e-15
7943.251,8.220e-14,2.362e-15
7947.707,7.691e-14,2.380e-15
7952.164,7.572e-14,2.324e-15
7956.621,7.730e-14,2.389e-15
7961.079,7.415e-14,2.335e-15
7965.537,7.331e-14,2.384e-15
7969.996,7.520e-14,2.370e-15
7974.456,6.844e-14,2.342e-15
7978.916,9.742e-14,2.523e-15
7983.377,7.479e-14,2.314e-15
7987.838,7.452e-14,2.373e-15
7992.300,7.834e-14,2.374e-15
7996.763,7.043e-14,2.378e-15
8001.226,5.463e-14,2.191e-15
8005.690,6.767e-14,2.322e-15
8010.154,5.872e-14,2.222e-15
8014.619,7.209e-14,2.292e-15
8019.085,5.831e-14,2.302e-15
8023.551,6.740e-14,2.381e-15
8028.018,8.125e-14,2.379e-15
8032.485,6.872e-14,2.403e-15
8036.954,7.881e-14,2.332e-15
8041.422,7.547e-14,2.250e-15
8045.892,7.203e-14,2.267e-15
8050.362,7.841e-14,2.316e-15
8054.832,7.971e-14,2.245e-15
8059.304,4.694e-14,2.108e-15
8063.776,7.030e-14,2.239e-15
8068.248,6.026e-14,2.224e-15
8072.721,7.406e-14,2.192e-15
8077.195,7.042e-14,2.379e-15
8081.670,6.204e-14,2.228e-15
8086.145,7.329e-14,2.496e-15
8090.620,6.431e-14,2.465e-15
8095.097,7.059e-14,2.407e-15
8099.574,5.649e-14,2.319e-15
8104.052,5.320e-14,2.350e-15
8108.530,5.972e-14,2.332e-15
8113.009,5.555e-14,2.318e-15
8117.489,6.444e-14,2.289e-15
8121.969,7.077e-14,2.278e-15
8126.450,8.012e-14,2.295e-15
8130.931,5.527e-14,2.204e-15
8135.414,5.068e-14,2.173e-15
8139.897,6.226e-14,2.319e-15
8144.380,6.305e-14,2.368e-15
8148.865,6.039e-14,2.444e-15
8153.350,7.996e-14,2.633e-15
8157.835,6.219e-14,2.592e-15
8162.321,7.516e-14,2.649e-15
8166.808,5.661e-14,2.672e-15
8171.296,6.351e-14,2.613e-15
8175.784,6.458e-14,2.729e-15
8180.273,6.281e-14,2.939e-15
8184.763,7.046e-14,3.060e-15
8189.254,1.002e-13,3.485e-15
8193.745,1.065e-13,3.662e-15
8198.236,1.239e-13,3.554e-15
8202.729,6.029e-14,3.159e-15
8207.222,8.190e-14,2.974e-15
8211.716,6.501e-14,2.663e-15
8216.210,5.441e-14,2.475e-15
8220.706,4.591e-14,2.479e-15
8225.201,5.039e-14,2.378e-15
8229.698,5.932e-14,2.631e-15
8234.195,5.804e-14,2.609e-15
8238.693,4.481e-14,2.620e-15
8243.192,7.731e-14,2.676e-15
8247.692,7.644e-14,2.639e-15
8252.192,7.083e-14,2.636e-15
8256.693,5.666e-14,2.503e-15
8261.194,7.217e-14,2.561e-15
8265.696,7.247e-14,2.543e-15
8270.199,6.600e-14,2.599e-15
8274.703,5.322e-14,2.499e-15
8279.208,5.644e-14,2.550e-15
8283.713,3.910e-14,2.456e-15
8288.219,5.935e-14,2.432e-15
8292.725,5.749e-14,2.362e-15
8297.233,6.753e-14,2.484e-15
8301.741,5.242e-14,2.322e-15
8306.250,6.540e-14,2.313e-15
8310.759,5.021e-14,2.177e-15
8315.269,6.261e-14,2.246e-15
8319.780,5.281e-14,2.192e-15
8324.292,6.482e-14,2.380e-15
8328.805,5.589e-14,2.341e-15
8333.318,5.138e-14,2.263e-15
8337.832,3.646e-14,2.431e-15
8342.347,4.795e-14,2.581e-15
8346.862,5.853e-14,2.586e-15
8351.378,3.976e-14,2.541e-15
8355.895,3.286e-14,2.560e-15
8360.413,5.799e-14,2.645e-15
8364.931,4.132e-14,2.664e-15
8369.451,5.510e-14,2.578e-15
8373.971,5.104e-14,2.437e-15
8378.491,5.224e-14,2.514e-15
8383.013,4.951e-14,2.332e-15
8387.535,5.394e-14,2.319e-15
8392.058,4.288e-14,2.120e-15
8396.582,5.889e-14,2.171e-15
8401.106,5.352e-14,2.218e-15
8405.632,5.062e-14,2.209e-15
8410.158,5.394e-14,2.494e-15
8414.685,7.325e-14,2.505e-15
8419.212,4.296e-14,2.439e-15
8423.741,4.425e-14,2.456e-15
8428.270,4.748e-14,2.663e-15
8432.800,4.871e-14,2.586e-15
8437.331,4.478e-14,2.768e-15
8441.863,7.078e-14,2.870e-15
8446.395,5.507e-14,2.778e-15
8450.928,4.689e-14,2.718e-15
8455.462,3.583e-14,2.412e-15
8459.997,4.871e-14,2.573e-15
8464.532,2.900e-14,2.526e-15
8469.069,6.328e-14,2.606e-15
8473.606,4.451e-14,2.478e-15
8478.144,7.167e-14,2.607e-15
8482.682,5.324e-14,2.586e-15
8487.222,7.559e-14,2.513e-15
8491.762,4.652e-14,2.493e-15
8496.303,7.350e-14,2.355e-15
8500.845,4.752e-14,2.426e-15
8505.388,7.455e-14,2.786e-15
8509.932,5.685e-14,2.807e-15
8514.476,4.801e-14,2.866e-15
8519.021,5.768e-14,3.043e-15
8523.567,5.781e-14,2.854e-15
8528.114,3.555e-14,2.791e-15
8532.662,4.960e-14,2.774e-15
8537.210,6.809e-14,2.670e-15
8541.759,6.498e-14,2.730e-15
8546.309,5.193e-14,2.769e-15
8550.860,4.323e-14,2.862e-15
8555.412,5.019e-14,3.049e-15
8559.965,5.230e-14,2.998e-15
8564.518,4.611e-14,2.860e-15
