x_pix,ap_summed,ap_std
0,17.655717846192136,3.099723550721531
1,4.7887384046910935,2.9048728183687658
2,13.174076892079091,2.9896966553310547
3,-2.4619076739518637,2.8355424786649492
4,19.629809175092458,2.90142828463805
5,8.846416974912803,3.0741342111744836
6,2.637276297170928,3.0443859957137
7,14.469649388559713,3.1353311066478073
8,-4.286501207707662,2.9746068800595644
9,2.3172174077137666,3.0232930966602236
10,-2.557135624984787,2.8245860034521337
11,-1.4525002467200099,2.783574337232203
12,3.3304761592451335,2.9134663359815396
13,2.586294653956245,2.964504358387367
14,3.6479256251648486,2.840472863960805
15,6.8775728318083935,2.939096135021394
16,8.234671102887035,2.9048728183687658
17,5.03350703347936,3.017993719492752
18,-2.1731453657306563,2.9168966541339265
19,2.8459171962416656,2.9930396073052052
20,-1.4376616995597922,2.9732643926017355
21,-6.44229368292851,2.8422325891625575
22,8.559663689422033,2.9963788296705234
23,-9.583590204853296,2.875462761173877
24,-10.623099879472537,2.838712047900896
25,3.2323337206519405,2.9339880863591956
26,-0.32601136648701756,2.954367291129811
27,1.4339815692198123,3.0166705402336143
28,-13.151198982582121,2.8032634715448523
29,-13.441764478178055,2.8298915334156707
30,5.63819293566296,2.8562713615652306
31,9.897957049368301,2.871982954492888
32,-8.348332987433725,2.843991225531066
33,-0.9034299669652519,2.964504358387367
34,-10.644621712362927,2.840472863960805
35,-0.32807124897019263,2.9220345807155836
36,18.87522142367039,2.97124318945752
37,6.245467011529468,2.8858770055041667
38,-2.2846352437945994,2.873723384547945
39,-6.121913193439762,2.9407968462472374
40,2.6959729382288637,2.9980470461448228
41,-1.0658535768782544,2.8962538029146714
42,-0.7347565988315058,2.954367291129811
43,-5.892727994354293,2.8927990063081976
44,-1.9708548832572519,2.9083132724824705
45,0.501568569129476,2.977966771288373
46,0.7867809783334614,2.9271634889253617
47,6.044425286507943,2.9065935544719177
48,8.227491659045734,3.0047106501122025
49,11.06750605295617,2.9424965744920923
50,-0.4290574776171244,2.897979656743245
51,3.2774575141873954,2.8945269200506147
52,-2.0129316198468836,2.9031510623627037
53,-2.373202921000439,2.9678756865639935
54,1.789735249452575,2.982999512386433
55,13.193236732217832,3.0080369164785354
56,2.8133028517459926,2.9530156024500385
57,1.336177293659577,3.0063742433199656
58,-5.703075594222477,2.9100319742053857
59,1.9651817670847884,2.9980470461448228
60,-1.5331403707355011,2.8789383617746482
61,3.6124304575807025,2.979645296154845
62,-6.218826647793994,2.9288711291037877
