x_pix,ap_summed,ap_std
0,-5.783313071842618,0.5725279332193638
1,-1.3620113675646395,0.5346959544349422
2,2.876270782290114,0.5223449129967077
3,12.620640884012875,0.664587934892987
4,10.484521268458197,0.5634806620804821
5,-5.403705583351605,0.5637767360698188
6,1.6862420558225262,0.5923679293218815
7,-8.429839617465834,0.49834103771613253
8,1.9095948579890563,0.5257369545956869
9,-1.3145759375742176,0.5805263773509389
10,-1.8975588003027184,0.5393512433369313
11,2.7964648522545805,0.5652034155798272
12,-3.6566496674532507,0.5436598312310871
13,0.249098467536752,0.5568360893079402
14,-1.3182941552765874,0.5565866083351113
15,2.5470265889937727,0.556785826452738
16,-6.2444160123218975,0.515600416865611
17,-2.281561997491307,0.5354223783195143
18,-0.07878148915982865,0.5916641195439862
19,-6.568528100267065,0.5598211890319029
20,1.1966184507578619,0.5674106986857957
21,1.0581278408010808,0.5560369800699636
22,2.5116596328791796,0.5273196488793245
23,0.29375860150772387,0.5669702983795969
24,-0.6635365129916033,0.5156546942374264
25,-8.894114077036054,0.5278991773690043
26,2.2320695802208097,0.5351629148470093
27,1.4628705754199047,0.5698532080815908
28,1.148034709476609,0.5380101309298022
29,7.978094370207299,0.5836282943032456
30,-0.3767387899252973,0.5380621477117721
31,0.4605829051423835,0.5590764083341028
32,4.002710279543682,0.5477321028921515
33,-3.200794966177479,0.5359409284248411
34,2.450637350343344,0.5610104087812282
35,-0.09301306674662145,0.556785826452738
36,1.2048517231091493,0.5595730389424743
37,2.1720634720638925,0.5565866083351113
38,3.95952337071689,0.5824372043597722
39,-2.632109777627276,0.5323530442188659
40,1.6071011281306338,0.5522775176835089
41,2.900419000642216,0.5674106986857957
42,-3.168300587631423,0.5206933527996777
43,1.3370067074059622,0.5428928796373007
44,0.9907776924425391,0.5593247787587621
45,-2.658551726609825,0.5618024438459803
46,0.7841259216672081,0.559324778758762
47,-2.6838605339487205,0.5372872057539352
48,-2.5662072259010307,0.5307853587114353
49,-0.50428663401789,0.5469708613859837
50,-3.8393461287563935,0.5418685889122653
51,-3.3191660263810956,0.4994546035257888
52,-0.2989310541400743,0.556785826452738
53,-2.182109149609157,0.5364589772913082
54,0.0668114910939473,0.5275829696568984
55,-2.1019322217278824,0.5528308836446422
56,3.971454225731841,0.5708763120756489
57,-1.2374698875813046,0.5215466180507787
58,3.2333348728947002,0.5691707294341911
59,0.9873349104068906,0.5637767360698188
60,1.5592420392190727,0.556087310610867
61,1.6071449579395112,0.5677047230541441
62,2.3972438068368374,0.5580818212812967
63,0.421861956450491,0.5454451911408318
64,-2.573289674241609,0.527056196544957
65,-2.5077951014424245,0.5312557564496414
66,3.1533078571930377,0.556785826452738
67,2.2820368320238327,0.5659401331558278
68,2.169187041138086,0.5605150517205806
69,1.294411222969683,0.5773593247467229
70,0.04913789184293537,0.5507665475244405
71,-0.7086234505944357,0.5244143939087279
72,0.17562594029683562,0.5477321028921515
73,0.8360864688133728,0.5307326287362829
74,-1.8337028502566926,0.5196253039822623
75,-0.08158954428097687,0.5545362535837115
76,-1.974839555955749,0.5263182257913978
77,-0.6852887482552077,0.5548371005381111
78,2.6401006160738456,0.56229666677553
79,-1.625936774608228,0.5482900563673536
80,-0.6635731365843881,0.5598211890319029
81,2.533629833752537,0.5829139323930957
82,2.5114752341467073,0.5696585598410724
83,-1.7940111737203348,0.5454964989399661
84,0.3636218443891301,0.5762038483038835
85,1.5576130151465881,0.5725768141773976
86,3.6160824578069746,0.5747557812963155
87,0.9062577987558635,0.5686824805540379
88,-0.6015039601308121,0.5444771062631093
89,-1.4420218845494854,0.5664801529525051
90,0.9622329230759107,0.5533331197993406
91,0.4376302132655987,0.553082058730071
92,-1.0210567513899313,0.5575838624719098
