wave,inten,std
6777.519,70.715,1.225
6781.882,70.152,1.212
6786.245,67.002,1.194
6790.609,65.306,1.181
6794.973,68.601,1.202
6799.337,71.017,1.205
6803.701,68.250,1.191
6808.065,72.205,1.222
6812.429,71.057,1.208
6816.793,68.435,1.206
6821.158,74.246,1.219
6825.522,68.503,1.206
6829.887,65.997,1.198
6834.252,63.557,1.194
6838.617,63.132,1.164
6842.982,62.917,1.155
6847.347,71.075,1.179
6851.713,61.180,1.153
6856.078,62.595,1.141
6860.444,63.003,1.148
6864.810,56.327,1.102
6869.176,53.355,1.076
6873.542,48.866,1.030
6877.908,54.859,1.064
6882.274,56.858,1.090
6886.641,57.574,1.113
6891.008,61.453,1.102
6895.375,59.240,1.088
6899.742,57.023,1.085
6904.109,64.926,1.107
6908.476,59.071,1.087
6912.844,59.503,1.115
6917.211,59.897,1.115
6921.579,58.831,1.115
6925.947,63.769,1.122
6930.315,59.651,1.125
6934.684,54.832,1.099
6939.052,61.962,1.123
6943.421,59.552,1.090
6947.790,57.358,1.106
6952.159,62.457,1.111
6956.528,56.875,1.096
6960.898,56.984,1.106
6965.267,62.427,1.101
6969.637,64.078,1.111
6974.007,64.630,1.125
6978.378,66.959,1.128
6982.748,54.966,1.101
6987.119,55.357,1.098
6991.489,53.342,1.091
6995.860,61.617,1.095
7000.231,57.328,1.077
7004.603,58.349,1.084
7008.974,56.688,1.080
7013.346,57.128,1.086
7017.718,57.546,1.096
7022.090,59.359,1.095
7026.463,54.642,1.110
7030.836,56.690,1.089
7035.208,58.733,1.118
7039.581,63.333,1.125
7043.955,65.961,1.144
7048.328,80.892,1.234
7052.702,92.954,1.322
7057.076,111.917,1.434
7061.450,123.551,1.509
7065.825,152.935,1.664
7070.199,117.049,1.481
7074.574,66.092,1.134
7078.949,57.622,1.064
7083.324,56.739,1.092
7087.700,54.926,1.099
7092.076,56.487,1.092
7096.452,60.880,1.121
7100.828,64.408,1.141
7105.205,59.277,1.107
7109.582,70.202,1.168
7113.959,86.740,1.286
7118.336,113.396,1.467
7122.713,159.587,1.716
7127.091,209.344,1.930
7131.469,244.346,2.072
7135.847,326.869,2.385
7140.226,254.327,2.107
7144.605,91.519,1.290
7148.984,59.975,1.061
7153.363,51.221,1.019
7157.743,52.788,1.024
7162.123,53.117,0.997
7166.503,46.691,1.003
7170.883,47.509,0.964
7175.264,38.878,0.929
7179.645,41.439,0.927
7184.026,43.000,0.928
7188.407,38.337,0.908
7192.789,40.756,0.933
7197.171,44.768,0.941
7201.554,39.006,0.934
7205.936,44.191,0.934
7210.319,43.718,0.949
7214.702,44.770,0.988
7219.086,43.239,0.958
7223.470,48.220,0.982
7227.854,44.314,0.967
7232.238,45.305,0.938
7236.623,41.803,0.955
7241.008,42.145,0.951
7245.393,40.304,0.936
7249.779,43.998,0.925
7254.165,40.497,0.888
7258.551,42.525,0.933
7262.937,43.214,0.940
7267.324,42.243,0.948
7271.711,46.428,0.977
7276.099,51.320,0.994
7280.486,44.743,1.006
7284.874,50.990,0.996
7289.263,42.450,0.948
7293.651,43.181,0.916
7298.040,38.954,0.936
7302.430,47.413,0.966
7306.819,44.450,0.973
7311.209,49.568,0.987
7315.600,51.300,1.030
7319.990,68.469,1.113
7324.381,57.271,1.091
7328.773,52.618,1.037
7333.164,55.911,1.057
7337.556,46.918,0.986
7341.949,41.166,0.934
7346.341,44.598,0.948
7350.734,45.666,0.943
7355.128,40.604,0.925
7359.522,41.871,0.931
7363.916,40.036,0.906
7368.310,37.578,0.918
7372.705,38.451,0.906
7377.100,42.414,0.904
7381.496,37.208,0.886
7385.891,40.606,0.905
7390.288,45.024,0.935
7394.684,45.037,0.940
7399.081,42.295,0.928
7403.478,39.083,0.906
7407.876,42.441,0.911
7412.274,39.732,0.903
7416.673,42.737,0.931
7421.071,38.414,0.906
7425.470,42.244,0.919
7429.870,34.367,0.880
7434.270,34.706,0.895
7438.670,40.723,0.894
7443.071,40.746,0.898
7447.472,42.266,0.889
7451.873,36.655,0.868
7456.275,36.440,0.864
7460.677,36.157,0.871
7465.080,33.453,0.862
7469.483,40.034,0.887
7473.886,35.961,0.872
7478.290,40.525,0.917
7482.694,36.014,0.880
7487.099,37.957,0.891
7491.504,35.684,0.867
7495.909,39.466,0.887
7500.315,35.944,0.856
7504.721,33.961,0.875
7509.128,37.006,0.855
7513.535,41.053,0.889
7517.943,36.353,0.863
7522.350,36.820,0.870
7526.759,39.608,0.889
7531.167,39.110,0.871
7535.576,40.403,0.870
7539.986,38.987,0.898
7544.396,35.002,0.863
7548.806,37.203,0.874
7553.217,36.244,0.855
7557.628,36.589,0.869
7562.040,32.419,0.861
7566.452,36.690,0.842
7570.865,37.005,0.860
7575.278,27.495,0.782
7579.691,33.165,0.829
7584.105,30.144,0.791
7588.519,26.270,0.783
7592.934,18.344,0.684
7597.349,14.595,0.614
7601.765,11.986,0.528
7606.181,9.335,0.480
7610.597,13.075,0.587
7615.014,13.182,0.602
7619.432,14.903,0.641
7623.850,14.621,0.643
7628.268,14.884,0.583
7632.687,10.381,0.615
7637.106,15.626,0.621
7641.526,15.528,0.635
7645.946,20.982,0.689
7650.367,21.818,0.694
7654.788,25.982,0.736
7659.209,25.558,0.750
7663.631,27.610,0.759
7668.054,26.812,0.758
7672.477,28.974,0.790
7676.900,26.715,0.790
7681.324,30.917,0.796
7685.749,25.944,0.755
7690.174,29.486,0.794
7694.599,29.984,0.798
7699.025,31.726,0.821
7703.451,28.631,0.816
7707.878,34.413,0.812
7712.306,34.520,0.825
7716.734,35.156,0.851
7721.162,33.435,0.829
7725.591,33.408,0.850
7730.020,33.823,0.848
7734.450,36.456,0.892
7738.880,48.819,1.004
7743.311,53.600,1.035
7747.743,58.443,1.073
7752.174,70.459,1.142
7756.607,52.473,1.040
7761.040,36.301,0.855
7765.473,31.602,0.802
7769.907,29.795,0.796
7774.342,28.252,0.781
7778.777,26.929,0.779
7783.212,26.917,0.756
7787.648,30.808,0.758
7792.085,25.815,0.774
7796.522,30.838,0.766
7800.959,22.751,0.748
7805.397,28.534,0.776
7809.836,27.410,0.771
7814.275,27.589,0.771
7818.715,26.713,0.766
7823.155,29.535,0.790
7827.596,25.479,0.752
7832.037,30.245,0.800
7836.479,25.405,0.738
7840.922,30.534,0.751
7845.365,25.456,0.754
7849.808,25.483,0.762
7854.252,19.171,0.709
7858.697,19.556,0.721
7863.142,20.973,0.711
7867.588,24.860,0.749
7872.034,28.334,0.771
7876.481,27.488,0.744
7880.928,25.267,0.741
7885.376,26.409,0.723
7889.825,24.694,0.741
7894.274,22.903,0.734
7898.723,25.422,0.746
7903.173,25.088,0.750
7907.624,20.379,0.738
7912.076,26.394,0.745
7916.528,20.732,0.717
7920.980,24.905,0.758
7925.433,26.262,0.764
7929.887,26.706,0.749
7934.341,22.621,0.759
7938.796,24.919,0.723
7943.251,24.322,0.699
7947.707,23.173,0.717
7952.164,23.005,0.706
7956.621,23.462,0.725
7961.079,22.421,0.706
7965.537,22.112,0.719
7969.996,22.659,0.714
7974.456,20.635,0.706
7978.916,29.463,0.763
7983.377,22.754,0.704
7987.838,22.865,0.728
7992.300,24.190,0.733
7996.763,21.711,0.733
8001.226,16.678,0.669
8005.690,20.314,0.697
8010.154,17.387,0.658
8014.619,21.167,0.673
8019.085,17.074,0.674
8023.551,19.788,0.699
8028.018,24.047,0.704
8032.485,20.618,0.721
8036.954,24.099,0.713
8041.422,23.546,0.702
8045.892,22.907,0.721
8050.362,25.393,0.750
8054.832,26.202,0.738
8059.304,15.475,0.695
8063.776,22.953,0.731
8068.248,19.239,0.710
8072.721,22.981,0.680
8077.195,21.225,0.717
8081.670,18.154,0.652
8086.145,20.843,0.710
8090.620,17.975,0.689
8095.097,19.646,0.670
8099.574,15.862,0.651
8104.052,15.192,0.671
8108.530,17.364,0.678
8113.009,16.463,0.687
8117.489,19.478,0.692
8121.969,21.654,0.697
8126.450,24.572,0.704
8130.931,16.824,0.671
8135.414,15.159,0.650
8139.897,18.123,0.675
8144.380,17.682,0.664
8148.865,16.162,0.654
8153.350,20.470,0.674
8157.835,15.355,0.640
8162.321,18.044,0.636
8166.808,13.325,0.629
8171.296,14.778,0.608
8175.784,14.979,0.633
8180.273,14.641,0.685
8184.763,16.532,0.718
8189.254,23.580,0.820
8193.745,25.032,0.861
8198.236,29.078,0.834
8202.729,14.294,0.749
8207.222,19.912,0.723
8211.716,16.451,0.674
8216.210,14.268,0.649
8220.706,12.113,0.654
8225.201,12.989,0.613
8229.698,14.567,0.646
8234.195,13.813,0.621
8238.693,10.637,0.622
8243.192,18.834,0.652
8247.692,19.348,0.668
8252.192,18.274,0.680
8256.693,14.604,0.645
8261.194,18.231,0.647
8265.696,17.922,0.629
8270.199,16.076,0.633
8274.703,12.841,0.603
8279.208,13.591,0.614
8283.713,9.506,0.597
8288.219,14.738,0.604
8292.725,14.748,0.606
8297.233,17.892,0.658
8301.741,14.243,0.631
8306.250,18.095,0.640
8310.759,14.047,0.609
8315.269,17.586,0.631
8319.780,14.790,0.614
8324.292,17.973,0.660
8328.805,15.234,0.638
8333.318,13.670,0.602
8337.832,9.402,0.627
8342.347,11.928,0.642
8346.862,14.144,0.625
8351.378,9.421,0.602
8355.895,7.703,0.600
8360.413,13.571,0.619
8364.931,9.742,0.628
8369.451,13.206,0.618
8373.971,12.548,0.599
8378.491,13.258,0.638
8383.013,13.055,0.615
8387.535,14.864,0.639
8392.058,12.281,0.607
8396.582,17.117,0.631
8401.106,15.419,0.639
8405.632,14.141,0.617
8410.158,14.557,0.673
8414.685,19.126,0.654
8419.212,10.869,0.617
8423.741,10.847,0.602
8428.270,11.251,0.631
8432.800,11.130,0.591
8437.331,9.852,0.609
8441.863,15.218,0.617
8446.395,11.814,0.596
8450.928,10.245,0.594
8455.462,8.079,0.544
8459.997,11.284,0.596
8464.532,6.865,0.598
8469.069,15.228,0.627
8473.606,10.829,0.603
8478.144,17.537,0.638
8482.682,13.031,0.633
8487.222,18.413,0.612
8491.762,11.216,0.601
8496.303,17.447,0.559
8500.845,11.046,0.564
8505.388,16.883,0.631
8509.932,12.474,0.616
8514.476,10.153,0.606
8519.021,11.771,0.621
8523.567,11.647,0.575
8528.114,7.247,0.569
8532.662,10.478,0.586
8537.210,14.792,0.580
8541.759,14.141,0.594
8546.309,11.027,0.588
8550.860,8.807,0.583
8555.412,9.992,0.607
8559.965,10.397,0.596
8564.518,9.350,0.580
8569.073,11.093,0.588
8573.628,7.810,0.576
8578.184,12.227,0.582
8582.740,12.173,0.576
8587.298,12.899,0.618
8591.857,11.591,0.557
8596.416,12.472,0.593
8600.976,10.532,0.609
8605.537,14.527,0.616
8610.099,13.608,0.646
8614.662,11.759,0.598
8619.225,9.269,0.584
8623.790,10.942,0.571
8628.355,7.930,0.575
8632.921,7.951,0.572
8637.488,6.290,0.556
8642.056,6.794,0.563
8646.625,6.740,0.570
8651.195,8.763,0.580
8655.765,12.500,0.609
8660.336,15.231,0.639
8664.909,12.430,0.638
8669.482,15.022,0.673
8674.056,20.262,0.689
8678.631,18.305,0.694
8683.206,15.979,0.657
8687.783,15.988,0.680
8692.360,16.035,0.699
8696.939,17.564,0.685
8701.518,7.882,0.598
8706.098,16.111,0.639
8710.679,7.976,0.601
8715.261,13.415,0.605
8719.844,5.638,0.573
8724.428,8.972,0.598
8729.013,12.238,0.625
8733.598,5.159,0.590
8738.185,7.281,0.596
8742.772,9.856,0.578
8747.360,6.221,0.573
8751.949,7.238,0.564
8756.540,6.861,0.579
8761.131,17.380,0.635
8765.722,12.413,0.625
8770.315,11.663,0.631
8774.909,10.102,0.588
8779.504,10.625,0.590
8784.099,5.748,0.578
8788.696,17.847,0.604
8793.293,9.965,0.568
8797.892,14.573,0.620
8802.491,5.031,0.560
8807.091,7.674,0.586
8811.692,7.169,0.553
8816.294,7.687,0.564
8820.897,13.253,0.596
8825.501,6.106,0.590
8830.106,6.864,0.580
8834.712,9.701,0.603
8839.319,6.671,0.577
8843.926,11.041,0.612
8848.535,10.994,0.614
8853.145,11.704,0.573
8857.755,4.993,0.568
8862.367,7.541,0.566
8866.979,8.276,0.564
8871.592,11.697,0.583
8876.207,11.710,0.612
8880.822,11.782,0.629
8885.438,11.554,0.621
8890.056,12.870,0.575
8894.674,12.333,0.596
8899.293,6.287,0.557
8903.913,11.482,0.588
8908.534,12.386,0.603
8913.156,7.484,0.580
8917.779,10.960,0.587
8922.403,8.605,0.563
8927.028,7.750,0.574
8931.654,6.287,0.571
8936.281,7.033,0.542
8940.909,2.848,0.558
8945.538,8.848,0.614
8950.168,8.661,0.599
8954.799,9.308,0.587
8959.431,6.315,0.577
8964.063,7.839,0.564
8968.697,7.524,0.579
8973.332,10.288,0.573
8977.968,6.530,0.564
8982.605,8.074,0.557
8987.243,4.306,0.521
8991.881,6.731,0.522
8996.521,4.430,0.510
9001.162,8.000,0.550
9005.804,9.065,0.546
9010.447,9.360,0.537
9015.091,6.376,0.522
9019.736,8.726,0.533
9024.382,6.715,0.618
9029.028,7.239,0.578
9033.676,10.240,0.601
9038.325,10.545,0.603
9042.975,11.236,0.604
9047.626,4.886,0.555
9052.278,4.791,0.571
9056.931,8.113,0.538
9061.585,3.000,0.514
9066.240,4.401,0.560
9070.897,4.989,0.551
9075.554,11.506,0.572
9080.212,8.084,0.618
9084.871,20.304,0.724
9089.531,46.233,0.993
9094.193,83.331,1.271
9098.855,77.546,1.193
9103.519,22.171,0.767
9108.183,9.138,0.573
9112.848,11.121,0.572
9117.515,8.474,0.560
9122.183,4.160,0.501
9126.851,7.258,0.577
9131.521,5.485,0.515
9136.192,6.677,0.538
9140.864,7.600,0.543
9145.536,5.403,0.556
9150.210,4.854,0.518
9154.885,4.758,0.566
9159.561,7.848,0.540
9164.239,6.011,0.544
9168.917,3.962,0.550
9173.596,6.753,0.533
9178.276,7.678,0.542
9182.958,3.473,0.539
9187.640,7.032,0.538
9192.324,2.216,0.538
9197.009,5.696,0.523
9201.694,7.793,0.536
9206.381,5.641,0.527
9211.069,0.424,0.475
9215.758,3.604,0.510
9220.448,5.022,0.533
9225.139,4.405,0.538
9229.832,5.493,0.554
9234.525,10.394,0.581
9239.219,3.472,0.564
9243.915,6.066,0.532
9248.612,12.904,0.565
9253.309,4.192,0.542
9258.008,12.668,0.630
9262.708,11.358,0.607
9267.409,10.565,0.623
9272.111,9.302,0.540
9276.815,7.613,0.567
9281.519,5.667,0.537
9286.225,6.019,0.528
9290.931,6.659,0.569
9295.639,0.511,0.513
9300.348,3.120,0.512
9305.058,1.128,0.533
9309.769,10.110,0.558
9314.481,-0.441,0.474
9319.195,9.253,0.512
9323.909,3.887,0.533
9328.625,5.743,0.545
9333.342,7.179,0.515
9338.059,2.337,0.494
9342.779,5.331,0.511
9347.499,3.661,0.516
9352.220,5.582,0.545
9356.942,5.121,0.512
9361.666,2.702,0.502
9366.391,7.712,0.500
9371.117,3.261,0.487
9375.844,3.871,0.429
9380.572,2.561,0.516
9385.301,5.422,0.538
9390.032,1.259,0.501
9394.763,3.488,0.500
9399.496,3.474,0.478
9404.230,6.984,0.513
9408.965,3.703,0.508
9413.702,3.400,0.523
9418.439,4.448,0.528
9423.178,5.626,0.489
9427.917,2.965,0.515
9432.658,0.028,0.489
9437.401,6.978,0.520
9442.144,4.244,0.514
9446.888,4.066,0.482
9451.634,6.143,0.499
9456.381,-2.171,0.435
9461.129,5.499,0.508
9465.878,-0.457,0.473
9470.628,4.183,0.486
9475.380,4.457,0.552
9480.133,2.883,0.509
9484.887,3.717,0.490
9489.642,4.013,0.526
9494.398,1.276,0.486
9499.156,6.039,0.501
9503.914,1.854,0.493
9508.674,0.299,0.489
9513.435,2.203,0.523
9518.198,-0.483,0.485
9522.961,2.399,0.518
9527.726,4.850,0.517
9532.492,0.974,0.502
9537.259,4.844,0.546
9542.028,5.742,0.520
9546.797,3.148,0.459
9551.568,6.182,0.528
9556.340,0.966,0.527
9561.113,2.596,0.528
9565.888,6.884,0.597
9570.663,6.617,0.594
9575.440,18.257,0.643
9580.218,15.188,0.704
9584.998,19.962,0.685
9589.778,13.845,0.686
9594.560,13.586,0.615
9599.343,3.317,0.528
9604.127,7.878,0.553
9608.913,3.294,0.502
9613.700,2.533,0.483
9618.488,6.590,0.515
9623.277,6.295,0.541
9628.067,1.926,0.504
9632.859,6.324,0.505
9637.652,3.873,0.467
9642.446,5.549,0.479
9647.242,2.693,0.463
9652.039,2.571,0.534
9656.837,4.418,0.514
9661.636,5.172,0.535
9666.436,0.968,0.540
9671.238,6.719,0.537
9676.041,4.450,0.528
9680.845,10.004,0.564
9685.651,2.229,0.552
9690.458,8.812,0.583
9695.266,6.978,0.537
9700.075,7.693,0.578
9704.886,7.752,0.583
9709.698,7.243,0.570
9714.511,6.454,0.576
9719.325,9.637,0.590
9724.141,7.861,0.594
9728.958,8.474,0.581
9733.776,4.828,0.554
9738.596,6.148,0.553
9743.417,5.873,0.558
9748.239,9.663,0.586
9753.062,2.169,0.537
9757.887,11.225,0.564
9762.713,12.868,0.608
9767.541,10.518,0.580
9772.369,5.834,0.537
9777.199,11.465,0.573
9782.030,6.298,0.565
9786.863,9.655,0.558
9791.697,8.682,0.576
9796.532,9.228,0.578
9801.368,4.523,0.559
9806.206,9.017,0.586
9811.045,4.611,0.579
9815.886,10.642,0.571
9820.727,2.486,0.507
9825.570,1.074,0.505
9830.415,3.673,0.534
9835.260,1.508,0.509
9840.107,4.725,0.539
9844.956,8.125,0.539
9849.805,9.479,0.532
9854.656,7.379,0.535
9859.509,4.492,0.511
9864.362,10.406,0.555
9869.217,2.674,0.551
9874.074,11.228,0.586
9878.931,4.993,0.569
9883.790,7.267,0.601
9888.651,12.868,0.636
9893.512,13.213,0.636
9898.375,7.707,0.591
9903.240,14.119,0.675
9908.105,7.675,0.639
9912.972,11.746,0.663
9917.841,10.725,0.670
9922.710,13.729,0.674
9927.582,8.857,0.649
9932.454,15.372,0.661
9937.328,12.973,0.654
9942.203,14.944,0.670
9947.080,10.349,0.636
9951.958,14.079,0.655
9956.837,14.330,0.695
9961.718,15.900,0.697
9966.600,18.819,0.757
9971.483,23.897,0.782
9976.368,21.415,0.798
9981.254,28.078,0.819
9986.141,25.017,0.831
9991.030,38.075,0.877
9995.921,35.686,0.900
10000.812,32.989,0.891
10005.705,39.546,0.923
10010.600,36.485,0.897
10015.496,35.083,0.938
10020.393,40.528,0.934
10025.291,35.329,0.905
10030.191,31.504,0.877
10035.093,32.804,0.852
10039.996,23.157,0.792
10044.900,20.968,0.766
10049.805,21.919,0.799
10054.712,24.562,0.813
10059.621,27.873,0.802
10064.531,22.243,0.776
10069.442,23.592,0.791
10074.354,18.142,0.752
10079.268,23.943,0.785
10084.184,21.843,0.805
10089.101,28.728,0.818
10094.019,20.922,0.804
10098.939,20.145,0.795
10103.860,27.321,0.800
10108.782,25.790,0.808
10113.706,23.967,0.821
10118.632,22.377,0.798
10123.558,25.519,0.821
10128.487,23.376,0.793
10133.416,22.425,0.767
10138.347,9.972,0.677
10143.280,3.265,0.574
10148.214,7.050,0.573
10153.149,3.713,0.550
10158.086,1.995,0.523
10163.025,2.061,0.539
10167.964,1.418,0.515
10172.905,1.017,0.535
10177.848,1.770,0.522
10182.792,3.218,0.541
10187.738,2.067,0.510
10192.685,-3.163,0.492
10197.633,5.026,0.539
10202.583,3.692,0.551
10207.534,3.871,0.516
10212.487,1.818,0.503
10217.441,3.341,0.543
10222.397,3.077,0.544
10227.354,4.391,0.510
10232.313,8.149,0.603
10237.273,7.065,0.526
10242.235,1.964,0.520
10247.198,3.057,0.537
10252.162,0.629,0.540
10257.128,6.686,0.561
10262.096,-1.457,0.528
10267.065,1.955,0.548
10272.035,4.195,0.568
10277.007,6.774,0.537
10281.981,2.145,0.541
10286.956,-1.015,0.513
10291.932,1.518,0.536
10296.910,7.012,0.532
10301.889,1.396,0.534
10306.870,2.536,0.535
10311.853,1.615,0.525
10316.837,2.507,0.536
10321.822,4.189,0.552
10326.809,3.347,0.560
10331.797,1.174,0.543
10336.787,4.257,0.569
10341.779,-0.485,0.512
10346.771,5.953,0.561
10351.766,-1.712,0.525
10356.762,3.636,0.535
10361.759,-1.368,0.519
10366.758,6.338,0.542
10371.759,3.767,0.532
10376.761,4.505,0.553
10381.764,-0.616,0.534
10386.769,0.670,0.535
10391.776,0.708,0.518
10396.784,3.771,0.527
10401.794,2.287,0.586
10406.805,0.297,0.537
10411.817,-0.759,0.491
10416.832,2.368,0.533
10421.847,-0.269,0.524
10426.865,4.317,0.569
10431.883,-2.304,0.513
10436.904,3.659,0.547
10441.926,3.563,0.558
10446.949,6.293,0.561
10451.974,4.151,0.586
10457.001,3.988,0.557
10462.029,-0.272,0.532
10467.058,3.041,0.534
10472.090,1.553,0.539
10477.122,-1.013,0.552
10482.157,0.691,0.544
10487.193,3.581,0.572
10492.230,1.466,0.540
10497.269,3.167,0.569
10502.310,0.775,0.541
10507.352,0.763,0.542
10512.395,-1.560,0.545
10517.441,3.035,0.558
10522.488,2.388,0.538
10527.536,3.290,0.572
10532.586,2.485,0.565
10537.637,1.939,0.562
10542.691,1.153,0.539
10547.745,-0.874,0.533
10552.802,2.311,0.545
10557.860,-0.493,0.531
10562.919,-2.944,0.521
10567.980,3.458,0.529
10573.043,-1.430,0.523
10578.107,-0.428,0.554
10583.173,0.302,0.561
10588.240,4.404,0.583
10593.309,1.639,0.541
10598.380,0.433,0.501
10603.452,-4.384,0.512
10608.526,3.988,0.565
10613.601,0.566,0.539
10618.678,2.164,0.555
10623.757,4.356,0.562
10628.837,8.344,0.616
10633.919,-0.308,0.572
10639.003,6.405,0.558
10644.088,-0.185,0.535
10649.174,1.913,0.538
10654.263,4.642,0.562
10659.353,1.199,0.559
10664.444,2.026,0.546
10669.537,1.989,0.575
10674.632,1.866,0.563
10679.729,6.466,0.552
10684.827,-1.017,0.533
10689.926,5.687,0.543
10695.028,0.870,0.553
10700.131,2.501,0.564
10705.235,2.937,0.578
10710.342,5.330,0.594
10715.449,3.759,0.565
10720.559,6.213,0.572
10725.670,-0.051,0.549
10730.783,7.672,0.591
10735.897,6.115,0.569
10741.013,-2.183,0.556
10746.131,5.180,0.573
10751.251,-0.009,0.584
10756.372,3.860,0.560
10761.494,-0.335,0.524
10766.619,3.253,0.554
10771.745,2.944,0.553
10776.873,-2.671,0.516
10782.002,4.005,0.559
10787.133,3.101,0.545
10792.266,11.705,0.597
10797.400,4.656,0.547
10802.536,2.425,0.550
10807.674,5.525,0.587
10812.813,1.624,0.574
10817.954,-3.861,0.523
10823.097,6.934,0.602
10828.241,0.949,0.564
10833.387,-0.113,0.557
10838.535,4.218,0.573
10843.685,5.572,0.607
10848.836,1.063,0.564
10853.989,2.400,0.550
10859.143,-0.468,0.568
10864.299,3.305,0.548
10869.457,-0.485,0.518
10874.617,4.663,0.563
10879.778,1.839,0.579
10884.941,2.333,0.573
10890.106,0.086,0.552
10895.272,9.156,0.608
10900.440,-1.056,0.576
10905.610,7.880,0.570
10910.782,-1.588,0.550
10915.955,4.350,0.563
10921.130,1.603,0.571
10926.307,7.521,0.600
10931.485,0.113,0.527
10936.665,1.281,0.565
10941.847,1.037,0.578
10947.030,6.926,0.584
10952.216,3.304,0.588
10957.403,3.181,0.600
10962.591,3.230,0.548
10967.782,2.835,0.571
10972.974,0.618,0.544
10978.168,5.320,0.577
10983.363,-0.336,0.572
10988.561,2.630,0.604
10993.760,-0.116,0.571
10998.961,-2.256,0.563
11004.163,2.531,0.607
11009.368,2.399,0.552
11014.574,-2.467,0.558
11019.782,3.864,0.592
11024.991,2.954,0.599
11030.202,3.003,0.591
11035.415,7.323,0.604
11040.630,2.297,0.620
11045.847,0.187,0.586
11051.065,4.497,0.561
11056.285,-2.633,0.562
11061.507,2.782,0.558
11066.731,3.233,0.569
11071.956,2.581,0.571
11077.183,0.177,0.565
11082.412,2.422,0.590
11087.643,4.121,0.569
11092.875,1.839,0.573
11098.109,-0.734,0.530
11103.345,1.135,0.523
11108.583,1.350,0.571
11113.823,0.876,0.544
11119.064,2.850,0.587
11124.307,6.842,0.613
11129.552,0.546,0.576
11134.799,6.744,0.616
11140.047,1.901,0.534
11145.298,0.631,0.587
11150.550,-1.574,0.572
11155.803,-1.751,0.600
11161.059,0.278,0.591
11166.316,4.816,0.580
11171.576,3.606,0.600
11176.837,1.070,0.554
11182.100,1.112,0.613
11187.364,3.262,0.597
11192.631,7.607,0.602
11197.899,3.369,0.534
11203.169,2.547,0.581
11208.441,12.775,0.637
11213.714,4.792,0.567
11218.990,12.591,0.650
11224.267,3.652,0.590
11229.546,-2.802,0.576
11234.827,-7.275,0.551
11240.110,1.236,0.575
11245.395,2.482,0.623
11250.681,-1.250,0.579
11255.969,-9.934,0.526
11261.259,-0.692,0.598
11266.551,1.106,0.664
11271.845,1.919,0.601
11277.141,0.122,0.582
11282.438,7.750,0.640
11287.737,-4.062,0.594
11293.038,6.381,0.650
11298.341,10.910,0.590
11303.646,-6.262,0.534
11308.953,-10.893,0.566
11314.261,-5.133,0.627
11319.571,1.965,0.557
11324.884,10.205,0.580
11330.198,5.104,0.659
11335.513,3.792,0.570
11340.831,0.980,0.606
11346.151,0.639,0.602
11351.472,2.744,0.582
11356.795,2.625,0.670
11362.121,1.202,0.607
11367.448,4.930,0.638
11372.777,2.553,0.652
11378.107,1.711,0.641
11383.440,2.371,0.644
11388.774,-4.338,0.587
11394.111,0.370,0.670
11399.449,8.325,0.656
11404.789,-9.116,0.606
11410.131,5.172,0.683
11415.475,0.432,0.700
11420.821,-0.348,0.655
11426.168,12.902,0.703
11431.518,-4.702,0.686
11436.869,5.240,0.668
